2023-03-20 14:31:45,149: root: INFO: BuyHold : Executing the initialize lifecycle method
2023-03-20 14:31:45,158: root: INFO: Current backtesting datetime 2022-01-03 08:30:00-05:00
2023-03-20 14:31:45,160: root: INFO: BuyHold : Executing the before_market_opens lifecycle method
2023-03-20 14:31:45,167: root: INFO: Current backtesting datetime 2022-01-03 09:30:00-05:00
2023-03-20 14:31:45,167: root: INFO: BuyHold : Executing the before_starting_trading lifecycle method
2023-03-20 14:31:45,169: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,229: root: INFO: Getting historical prices for GOOG, 1 bars, 
2023-03-20 14:31:45,230: root: INFO: Filled Transaction: buy 687 of GOOG at 145.07449341 USD per share
2023-03-20 14:31:45,230: root: INFO: market order of | 687 GOOG buy | with status unprocessed was filled
2023-03-20 14:31:45,237: root: INFO: BuyHold : Sleeping for 86400 seconds
2023-03-20 14:31:45,237: root: INFO: BuyHold : Executing the on_filled_order event method
2023-03-20 14:31:45,237: root: INFO: Current backtesting datetime 2022-01-04 09:30:00-05:00
2023-03-20 14:31:45,238: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,240: root: INFO: BuyHold : Sleeping for 86400 seconds
2023-03-20 14:31:45,240: root: INFO: Current backtesting datetime 2022-01-05 09:30:00-05:00
2023-03-20 14:31:45,241: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,244: root: INFO: BuyHold : Sleeping for 86400 seconds
2023-03-20 14:31:45,244: root: INFO: Current backtesting datetime 2022-01-06 09:30:00-05:00
2023-03-20 14:31:45,245: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,246: root: INFO: BuyHold : Sleeping for 86400 seconds
2023-03-20 14:31:45,247: root: INFO: Current backtesting datetime 2022-01-07 09:30:00-05:00
2023-03-20 14:31:45,248: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,249: root: INFO: BuyHold : Sleeping for 86400 seconds
2023-03-20 14:31:45,249: root: INFO: Current backtesting datetime 2022-01-08 09:30:00-05:00
2023-03-20 14:31:45,250: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,254: root: INFO: Current backtesting datetime 2022-01-08 09:25:00-05:00
2023-03-20 14:31:45,256: root: INFO: Current backtesting datetime 2022-01-08 09:25:00-05:00
2023-03-20 14:31:45,256: root: INFO: BuyHold : Executing the after_market_closes lifecycle method
2023-03-20 14:31:45,257: root: INFO: Current backtesting datetime 2022-01-10 08:30:00-05:00
2023-03-20 14:31:45,258: root: INFO: BuyHold : Executing the before_market_opens lifecycle method
2023-03-20 14:31:45,259: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-03-20 14:31:45,259: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-03-20 14:31:45,264: root: INFO: Current backtesting datetime 2022-01-10 09:30:00-05:00
2023-03-20 14:31:45,264: root: INFO: BuyHold : Executing the before_starting_trading lifecycle method
2023-03-20 14:31:45,267: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,268: root: INFO: BuyHold : Sleeping for 86400 seconds
2023-03-20 14:31:45,268: root: INFO: Current backtesting datetime 2022-01-11 09:30:00-05:00
2023-03-20 14:31:45,270: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,273: root: INFO: BuyHold : Sleeping for 86400 seconds
2023-03-20 14:31:45,273: root: INFO: Current backtesting datetime 2022-01-12 09:30:00-05:00
2023-03-20 14:31:45,276: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,278: root: INFO: BuyHold : Sleeping for 86400 seconds
2023-03-20 14:31:45,278: root: INFO: Current backtesting datetime 2022-01-13 09:30:00-05:00
2023-03-20 14:31:45,279: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,281: root: INFO: BuyHold : Sleeping for 86400 seconds
2023-03-20 14:31:45,281: root: INFO: Current backtesting datetime 2022-01-14 09:30:00-05:00
2023-03-20 14:31:45,283: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,285: root: INFO: BuyHold : Sleeping for 86400 seconds
2023-03-20 14:31:45,285: root: INFO: Current backtesting datetime 2022-01-15 09:30:00-05:00
2023-03-20 14:31:45,286: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,289: root: INFO: Current backtesting datetime 2022-01-15 09:25:00-05:00
2023-03-20 14:31:45,292: root: INFO: Current backtesting datetime 2022-01-15 09:25:00-05:00
2023-03-20 14:31:45,293: root: INFO: BuyHold : Executing the after_market_closes lifecycle method
2023-03-20 14:31:45,295: root: INFO: Current backtesting datetime 2022-01-18 08:30:00-05:00
2023-03-20 14:31:45,297: root: INFO: BuyHold : Executing the before_market_opens lifecycle method
2023-03-20 14:31:45,298: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-03-20 14:31:45,300: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-03-20 14:31:45,304: root: INFO: Current backtesting datetime 2022-01-18 09:30:00-05:00
2023-03-20 14:31:45,305: root: INFO: BuyHold : Executing the before_starting_trading lifecycle method
2023-03-20 14:31:45,316: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,319: root: INFO: BuyHold : Sleeping for 86400 seconds
2023-03-20 14:31:45,320: root: INFO: Current backtesting datetime 2022-01-19 09:30:00-05:00
2023-03-20 14:31:45,324: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,328: root: INFO: BuyHold : Sleeping for 86400 seconds
2023-03-20 14:31:45,328: root: INFO: Current backtesting datetime 2022-01-20 09:30:00-05:00
2023-03-20 14:31:45,331: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,333: root: INFO: BuyHold : Sleeping for 86400 seconds
2023-03-20 14:31:45,333: root: INFO: Current backtesting datetime 2022-01-21 09:30:00-05:00
2023-03-20 14:31:45,335: root: INFO: BuyHold : Executing the on_trading_iteration lifecycle method
2023-03-20 14:31:45,338: root: INFO: BuyHold : Sleeping for 86400 seconds
